geography,metric,sector
Indonesia,nonres_a0_lin,Commercial
Indonesia,nonres_a0_lin,Industrial
Indonesia,nonres_a0_lin,Transportation
Indonesia,nonres_a1_lin,Commercial
Indonesia,nonres_a1_lin,Industrial
Indonesia,nonres_a1_lin,Transportation
Indonesia,nonres_t0_lin,Commercial
Indonesia,nonres_t0_lin,Industrial
Indonesia,nonres_t0_lin,Transportation
Indonesia,res_a0_lin,Residential
Indonesia,res_a1_lin,Residential
Indonesia,res_t0_lin,Residential
Iran,nonres_a0_exp,Transportation
Iran,nonres_a0_lin,Commercial
Iran,nonres_a0_lin,Industrial
Iran,nonres_a1_exp,Transportation
Iran,nonres_a1_lin,Commercial
Iran,nonres_a1_lin,Industrial
Iran,nonres_t0_exp,Transportation
Iran,nonres_t0_lin,Commercial
Iran,nonres_t0_lin,Industrial
Iran,res_a0_lin,Residential
Iran,res_a1_lin,Residential
Iran,res_t0_lin,Residential
Iraq,nonres_a0_exp,Transportation
Iraq,nonres_a0_lin,Commercial
Iraq,nonres_a0_lin,Industrial
Iraq,nonres_a0_lin,Transportation
Iraq,nonres_a1_exp,Transportation
Iraq,nonres_a1_lin,Commercial
Iraq,nonres_a1_lin,Industrial
Iraq,nonres_a1_lin,Transportation
Iraq,nonres_t0_exp,Transportation
Iraq,nonres_t0_lin,Commercial
Iraq,nonres_t0_lin,Industrial
Iraq,nonres_t0_lin,Transportation
Iraq,res_a0_lin,Residential
Iraq,res_a1_lin,Residential
Iraq,res_t0_lin,Residential
Ireland,nonres_a0_lin,Commercial
Ireland,nonres_a0_lin,Industrial
Ireland,nonres_a1_lin,Commercial
Ireland,nonres_a1_lin,Industrial
Ireland,nonres_t0_lin,Commercial
Ireland,nonres_t0_lin,Industrial
Ireland,res_a0_lin,Residential
Ireland,res_a1_lin,Residential
Ireland,res_t0_lin,Residential
Israel,nonres_a0_exp,Transportation
Israel,nonres_a0_lin,Commercial
Israel,nonres_a0_lin,Industrial
Israel,nonres_a0_lin,Transportation
Israel,nonres_a1_exp,Transportation
Israel,nonres_a1_lin,Commercial
Israel,nonres_a1_lin,Industrial
Israel,nonres_a1_lin,Transportation
Israel,nonres_t0_exp,Transportation
Israel,nonres_t0_lin,Commercial
Israel,nonres_t0_lin,Industrial
Israel,nonres_t0_lin,Transportation
Israel,res_a0_lin,Residential
Israel,res_a1_lin,Residential
Israel,res_t0_lin,Residential
Italy,nonres_a0_lin,Commercial
Italy,nonres_a0_lin,Industrial
Italy,nonres_a1_lin,Commercial
Italy,nonres_a1_lin,Industrial
Italy,nonres_t0_lin,Commercial
Italy,nonres_t0_lin,Industrial
Italy,res_a0_lin,Residential
Italy,res_a1_lin,Residential
Italy,res_t0_lin,Residential
Ivory Coast,nonres_a0_exp,Transportation
Ivory Coast,nonres_a0_lin,Commercial
Ivory Coast,nonres_a0_lin,Industrial
Ivory Coast,nonres_a0_lin,Transportation
Ivory Coast,nonres_a1_exp,Transportation
Ivory Coast,nonres_a1_lin,Commercial
Ivory Coast,nonres_a1_lin,Industrial
Ivory Coast,nonres_a1_lin,Transportation
Ivory Coast,nonres_t0_exp,Transportation
Ivory Coast,nonres_t0_lin,Commercial
Ivory Coast,nonres_t0_lin,Industrial
Ivory Coast,nonres_t0_lin,Transportation
Ivory Coast,res_a0_lin,Residential
Ivory Coast,res_a1_lin,Residential
Ivory Coast,res_t0_lin,Residential
Jamaica,nonres_a0_exp,Transportation
Jamaica,nonres_a0_lin,Commercial
Jamaica,nonres_a0_lin,Industrial
Jamaica,nonres_a0_lin,Transportation
Jamaica,nonres_a1_exp,Transportation
Jamaica,nonres_a1_lin,Commercial
Jamaica,nonres_a1_lin,Industrial
Jamaica,nonres_a1_lin,Transportation
Jamaica,nonres_t0_exp,Transportation
Jamaica,nonres_t0_lin,Commercial
Jamaica,nonres_t0_lin,Industrial
Jamaica,nonres_t0_lin,Transportation
Jamaica,res_a0_lin,Residential
Jamaica,res_a1_lin,Residential
Jamaica,res_t0_lin,Residential
Japan,nonres_a0_lin,Commercial
Japan,nonres_a0_lin,Industrial
Japan,nonres_a0_lin,Transportation
Japan,nonres_a1_lin,Commercial
Japan,nonres_a1_lin,Industrial
Japan,nonres_a1_lin,Transportation
Japan,nonres_t0_lin,Commercial
Japan,nonres_t0_lin,Industrial
Japan,nonres_t0_lin,Transportation
Japan,res_a0_lin,Residential
Japan,res_a1_lin,Residential
Japan,res_t0_lin,Residential
Jordan,nonres_a0_exp,Transportation
Jordan,nonres_a0_lin,Commercial
Jordan,nonres_a0_lin,Industrial
Jordan,nonres_a0_lin,Transportation
Jordan,nonres_a1_exp,Transportation
Jordan,nonres_a1_lin,Commercial
Jordan,nonres_a1_lin,Industrial
Jordan,nonres_a1_lin,Transportation
Jordan,nonres_t0_exp,Transportation
Jordan,nonres_t0_lin,Commercial
Jordan,nonres_t0_lin,Industrial
Jordan,nonres_t0_lin,Transportation
Jordan,res_a0_lin,Residential
Jordan,res_a1_lin,Residential
Jordan,res_t0_lin,Residential
Kazakhstan,nonres_a0_exp,Commercial
Kazakhstan,nonres_a0_lin,Industrial
Kazakhstan,nonres_a0_lin,Transportation
Kazakhstan,nonres_a1_exp,Commercial
Kazakhstan,nonres_a1_lin,Industrial
Kazakhstan,nonres_a1_lin,Transportation
Kazakhstan,nonres_t0_exp,Commercial
Kazakhstan,nonres_t0_lin,Industrial
Kazakhstan,nonres_t0_lin,Transportation
Kazakhstan,res_a0_lin,Residential
Kazakhstan,res_a1_lin,Residential
Kazakhstan,res_t0_lin,Residential
Kenya,nonres_a0_exp,Transportation
Kenya,nonres_a0_lin,Commercial
Kenya,nonres_a0_lin,Industrial
Kenya,nonres_a0_lin,Transportation
Kenya,nonres_a1_exp,Transportation
Kenya,nonres_a1_lin,Commercial
Kenya,nonres_a1_lin,Industrial
Kenya,nonres_a1_lin,Transportation
Kenya,nonres_t0_exp,Transportation
Kenya,nonres_t0_lin,Commercial
Kenya,nonres_t0_lin,Industrial
Kenya,nonres_t0_lin,Transportation
Kenya,res_a0_lin,Residential
Kenya,res_a1_lin,Residential
Kenya,res_t0_lin,Residential
Kuwait,nonres_a0_exp,Transportation
Kuwait,nonres_a0_lin,Commercial
Kuwait,nonres_a0_lin,Industrial
Kuwait,nonres_a0_lin,Transportation
Kuwait,nonres_a1_exp,Transportation
Kuwait,nonres_a1_lin,Commercial
Kuwait,nonres_a1_lin,Industrial
Kuwait,nonres_a1_lin,Transportation
Kuwait,nonres_t0_exp,Transportation
Kuwait,nonres_t0_lin,Commercial
Kuwait,nonres_t0_lin,Industrial
Kuwait,nonres_t0_lin,Transportation
Kuwait,res_a0_lin,Residential
Kuwait,res_a1_lin,Residential
Kuwait,res_t0_lin,Residential
Kyrgyzstan,nonres_a0_lin,Commercial
Kyrgyzstan,nonres_a0_lin,Industrial
Kyrgyzstan,nonres_a0_lin,Transportation
Kyrgyzstan,nonres_a1_lin,Commercial
Kyrgyzstan,nonres_a1_lin,Industrial
Kyrgyzstan,nonres_a1_lin,Transportation
Kyrgyzstan,nonres_t0_lin,Commercial
Kyrgyzstan,nonres_t0_lin,Industrial
Kyrgyzstan,nonres_t0_lin,Transportation
Kyrgyzstan,res_a0_lin,Residential
Kyrgyzstan,res_a1_lin,Residential
Kyrgyzstan,res_t0_lin,Residential
Laos,nonres_a0_exp,Transportation
Laos,nonres_a0_lin,Commercial
Laos,nonres_a0_lin,Industrial
Laos,nonres_a0_lin,Transportation
Laos,nonres_a1_exp,Transportation
Laos,nonres_a1_lin,Commercial
Laos,nonres_a1_lin,Industrial
Laos,nonres_a1_lin,Transportation
Laos,nonres_t0_exp,Transportation
Laos,nonres_t0_lin,Commercial
Laos,nonres_t0_lin,Industrial
Laos,nonres_t0_lin,Transportation
Laos,res_a0_lin,Residential
Laos,res_a1_lin,Residential
Laos,res_t0_lin,Residential
Latvia,nonres_a0_lin,Commercial
Latvia,nonres_a0_lin,Industrial
Latvia,nonres_a0_lin,Transportation
Latvia,nonres_a1_lin,Commercial
Latvia,nonres_a1_lin,Industrial
Latvia,nonres_a1_lin,Transportation
Latvia,nonres_t0_lin,Commercial
Latvia,nonres_t0_lin,Industrial
Latvia,nonres_t0_lin,Transportation
Latvia,res_a0_lin,Residential
Latvia,res_a1_lin,Residential
Latvia,res_t0_lin,Residential
Lebanon,nonres_a0_exp,Transportation
Lebanon,nonres_a0_lin,Commercial
Lebanon,nonres_a0_lin,Industrial
Lebanon,nonres_a0_lin,Transportation
Lebanon,nonres_a1_exp,Transportation
Lebanon,nonres_a1_lin,Commercial
Lebanon,nonres_a1_lin,Industrial
Lebanon,nonres_a1_lin,Transportation
Lebanon,nonres_t0_exp,Transportation
Lebanon,nonres_t0_lin,Commercial
Lebanon,nonres_t0_lin,Industrial
Lebanon,nonres_t0_lin,Transportation
Lebanon,res_a0_lin,Residential
Lebanon,res_a1_lin,Residential
Lebanon,res_t0_lin,Residential
Libya,nonres_a0_exp,Transportation
Libya,nonres_a0_lin,Commercial
Libya,nonres_a0_lin,Industrial
Libya,nonres_a0_lin,Transportation
Libya,nonres_a1_exp,Transportation
Libya,nonres_a1_lin,Commercial
Libya,nonres_a1_lin,Industrial
Libya,nonres_a1_lin,Transportation
Libya,nonres_t0_exp,Transportation
Libya,nonres_t0_lin,Commercial
Libya,nonres_t0_lin,Industrial
Libya,nonres_t0_lin,Transportation
Libya,res_a0_lin,Residential
Libya,res_a1_lin,Residential
Libya,res_t0_lin,Residential
Lithuania,nonres_a0_lin,Commercial
Lithuania,nonres_a0_lin,Industrial
Lithuania,nonres_a0_lin,Transportation
Lithuania,nonres_a1_lin,Commercial
Lithuania,nonres_a1_lin,Industrial
Lithuania,nonres_a1_lin,Transportation
Lithuania,nonres_t0_lin,Commercial
Lithuania,nonres_t0_lin,Industrial
Lithuania,nonres_t0_lin,Transportation
Lithuania,res_a0_lin,Residential
Lithuania,res_a1_lin,Residential
Lithuania,res_t0_lin,Residential
Luxembourg,nonres_a0_lin,Commercial
Luxembourg,nonres_a0_lin,Industrial
Luxembourg,nonres_a1_lin,Commercial
Luxembourg,nonres_a1_lin,Industrial
Luxembourg,nonres_t0_lin,Commercial
Luxembourg,nonres_t0_lin,Industrial
Luxembourg,res_a0_lin,Residential
Luxembourg,res_a1_lin,Residential
Luxembourg,res_t0_lin,Residential
Madagascar,nonres_a0_lin,Commercial
Madagascar,nonres_a0_lin,Industrial
Madagascar,nonres_a0_lin,Transportation
Madagascar,nonres_a1_lin,Commercial
Madagascar,nonres_a1_lin,Industrial
Madagascar,nonres_a1_lin,Transportation
Madagascar,nonres_t0_lin,Commercial
Madagascar,nonres_t0_lin,Industrial
Madagascar,nonres_t0_lin,Transportation
Madagascar,res_a0_lin,Residential
Madagascar,res_a1_lin,Residential
Madagascar,res_t0_lin,Residential
Malaysia,nonres_a0_lin,Commercial
Malaysia,nonres_a0_lin,Industrial
Malaysia,nonres_a0_lin,Transportation
Malaysia,nonres_a1_lin,Commercial
Malaysia,nonres_a1_lin,Industrial
Malaysia,nonres_a1_lin,Transportation
Malaysia,nonres_t0_lin,Commercial
Malaysia,nonres_t0_lin,Industrial
Malaysia,nonres_t0_lin,Transportation
Malaysia,res_a0_lin,Residential
Malaysia,res_a1_lin,Residential
Malaysia,res_t0_lin,Residential
Mali,nonres_a0_exp,Transportation
Mali,nonres_a0_lin,Commercial
Mali,nonres_a0_lin,Industrial
Mali,nonres_a0_lin,Transportation
Mali,nonres_a1_exp,Transportation
Mali,nonres_a1_lin,Commercial
Mali,nonres_a1_lin,Industrial
Mali,nonres_a1_lin,Transportation
Mali,nonres_t0_exp,Transportation
Mali,nonres_t0_lin,Commercial
Mali,nonres_t0_lin,Industrial
Mali,nonres_t0_lin,Transportation
Mali,res_a0_lin,Residential
Mali,res_a1_lin,Residential
Mali,res_t0_lin,Residential
Malta,nonres_a0_exp,Transportation
Malta,nonres_a0_lin,Commercial
Malta,nonres_a0_lin,Industrial
Malta,nonres_a1_exp,Transportation
Malta,nonres_a1_lin,Commercial
Malta,nonres_a1_lin,Industrial
Malta,nonres_t0_exp,Transportation
Malta,nonres_t0_lin,Commercial
Malta,nonres_t0_lin,Industrial
Malta,res_a0_lin,Residential
Malta,res_a1_lin,Residential
Malta,res_t0_lin,Residential
Mauritania,nonres_a0_exp,Transportation
Mauritania,nonres_a0_lin,Commercial
Mauritania,nonres_a0_lin,Industrial
Mauritania,nonres_a0_lin,Transportation
Mauritania,nonres_a1_exp,Transportation
Mauritania,nonres_a1_lin,Commercial
Mauritania,nonres_a1_lin,Industrial
Mauritania,nonres_a1_lin,Transportation
Mauritania,nonres_t0_exp,Transportation
Mauritania,nonres_t0_lin,Commercial
Mauritania,nonres_t0_lin,Industrial
Mauritania,nonres_t0_lin,Transportation
Mauritania,res_a0_lin,Residential
Mauritania,res_a1_lin,Residential
Mauritania,res_t0_lin,Residential
Mauritius,nonres_a0_exp,Transportation
Mauritius,nonres_a0_lin,Commercial
Mauritius,nonres_a0_lin,Industrial
Mauritius,nonres_a0_lin,Transportation
Mauritius,nonres_a1_exp,Transportation
Mauritius,nonres_a1_lin,Commercial
Mauritius,nonres_a1_lin,Industrial
Mauritius,nonres_a1_lin,Transportation
Mauritius,nonres_t0_exp,Transportation
Mauritius,nonres_t0_lin,Commercial
Mauritius,nonres_t0_lin,Industrial
Mauritius,nonres_t0_lin,Transportation
Mauritius,res_a0_lin,Residential
Mauritius,res_a1_lin,Residential
Mauritius,res_t0_lin,Residential
Mexico,nonres_a0_lin,Commercial
Mexico,nonres_a0_lin,Industrial
Mexico,nonres_a0_lin,Transportation
Mexico,nonres_a1_lin,Commercial
Mexico,nonres_a1_lin,Industrial
Mexico,nonres_a1_lin,Transportation
Mexico,nonres_t0_lin,Commercial
Mexico,nonres_t0_lin,Industrial
Mexico,nonres_t0_lin,Transportation
Mexico,res_a0_lin,Residential
Mexico,res_a1_lin,Residential
Mexico,res_t0_lin,Residential
Moldova,nonres_a0_lin,Commercial
Moldova,nonres_a0_lin,Industrial
Moldova,nonres_a0_lin,Transportation
Moldova,nonres_a1_lin,Commercial
Moldova,nonres_a1_lin,Industrial
Moldova,nonres_a1_lin,Transportation
Moldova,nonres_t0_lin,Commercial
Moldova,nonres_t0_lin,Industrial
Moldova,nonres_t0_lin,Transportation
Moldova,res_a0_lin,Residential
Moldova,res_a1_lin,Residential
Moldova,res_t0_lin,Residential
Mongolia,nonres_a0_exp,Commercial
Mongolia,nonres_a0_exp,Transportation
Mongolia,nonres_a0_lin,Commercial
Mongolia,nonres_a0_lin,Industrial
Mongolia,nonres_a0_lin,Transportation
Mongolia,nonres_a1_exp,Commercial
Mongolia,nonres_a1_exp,Transportation
Mongolia,nonres_a1_lin,Commercial
Mongolia,nonres_a1_lin,Industrial
Mongolia,nonres_a1_lin,Transportation
Mongolia,nonres_t0_exp,Commercial
Mongolia,nonres_t0_exp,Transportation
Mongolia,nonres_t0_lin,Commercial
Mongolia,nonres_t0_lin,Industrial
Mongolia,nonres_t0_lin,Transportation
Mongolia,res_a0_lin,Residential
Mongolia,res_a1_lin,Residential
Mongolia,res_t0_lin,Residential
Montenegro,nonres_a0_exp,Commercial
Montenegro,nonres_a0_lin,Industrial
Montenegro,nonres_a0_lin,Transportation
Montenegro,nonres_a1_exp,Commercial
Montenegro,nonres_a1_lin,Industrial
Montenegro,nonres_a1_lin,Transportation
Montenegro,nonres_t0_exp,Commercial
Montenegro,nonres_t0_lin,Industrial
Montenegro,nonres_t0_lin,Transportation
Montenegro,res_a0_lin,Residential
Montenegro,res_a1_lin,Residential
Montenegro,res_t0_lin,Residential
Morocco,nonres_a0_lin,Commercial
Morocco,nonres_a0_lin,Industrial
Morocco,nonres_a0_lin,Transportation
Morocco,nonres_a1_lin,Commercial
Morocco,nonres_a1_lin,Industrial
Morocco,nonres_a1_lin,Transportation
Morocco,nonres_t0_lin,Commercial
Morocco,nonres_t0_lin,Industrial
Morocco,nonres_t0_lin,Transportation
Morocco,res_a0_lin,Residential
Morocco,res_a1_lin,Residential
Morocco,res_t0_lin,Residential
Mozambique,nonres_a0_exp,Transportation
Mozambique,nonres_a0_lin,Commercial
Mozambique,nonres_a0_lin,Industrial
Mozambique,nonres_a0_lin,Transportation
Mozambique,nonres_a1_exp,Transportation
Mozambique,nonres_a1_lin,Commercial
Mozambique,nonres_a1_lin,Industrial
Mozambique,nonres_a1_lin,Transportation
Mozambique,nonres_t0_exp,Transportation
Mozambique,nonres_t0_lin,Commercial
Mozambique,nonres_t0_lin,Industrial
Mozambique,nonres_t0_lin,Transportation
Mozambique,res_a0_lin,Residential
Mozambique,res_a1_lin,Residential
Mozambique,res_t0_lin,Residential
Myanmar,nonres_a0_exp,Transportation
Myanmar,nonres_a0_lin,Commercial
Myanmar,nonres_a0_lin,Industrial
Myanmar,nonres_a0_lin,Transportation
Myanmar,nonres_a1_exp,Transportation
Myanmar,nonres_a1_lin,Commercial
Myanmar,nonres_a1_lin,Industrial
Myanmar,nonres_a1_lin,Transportation
Myanmar,nonres_t0_exp,Transportation
Myanmar,nonres_t0_lin,Commercial
Myanmar,nonres_t0_lin,Industrial
Myanmar,nonres_t0_lin,Transportation
Myanmar,res_a0_lin,Residential
Myanmar,res_a1_lin,Residential
Myanmar,res_t0_lin,Residential
Namibia,nonres_a0_exp,Transportation
Namibia,nonres_a0_lin,Commercial
Namibia,nonres_a0_lin,Industrial
Namibia,nonres_a0_lin,Transportation
Namibia,nonres_a1_exp,Transportation
Namibia,nonres_a1_lin,Commercial
Namibia,nonres_a1_lin,Industrial
Namibia,nonres_a1_lin,Transportation
Namibia,nonres_t0_exp,Transportation
Namibia,nonres_t0_lin,Commercial
Namibia,nonres_t0_lin,Industrial
Namibia,nonres_t0_lin,Transportation
Namibia,res_a0_lin,Residential
Namibia,res_a1_lin,Residential
Namibia,res_t0_lin,Residential
Nepal,nonres_a0_lin,Commercial
Nepal,nonres_a0_lin,Industrial
Nepal,nonres_a0_lin,Transportation
Nepal,nonres_a1_lin,Commercial
Nepal,nonres_a1_lin,Industrial
Nepal,nonres_a1_lin,Transportation
Nepal,nonres_t0_lin,Commercial
Nepal,nonres_t0_lin,Industrial
Nepal,nonres_t0_lin,Transportation
Nepal,res_a0_exp,Residential
Nepal,res_a1_exp,Residential
Nepal,res_t0_exp,Residential
Netherlands,nonres_a0_lin,Commercial
Netherlands,nonres_a0_lin,Industrial
Netherlands,nonres_a1_lin,Commercial
Netherlands,nonres_a1_lin,Industrial
Netherlands,nonres_t0_lin,Commercial
Netherlands,nonres_t0_lin,Industrial
Netherlands,res_a0_lin,Residential
Netherlands,res_a1_lin,Residential
Netherlands,res_t0_lin,Residential
New Zealand,nonres_a0_lin,Commercial
New Zealand,nonres_a0_lin,Industrial
New Zealand,nonres_a0_lin,Transportation
New Zealand,nonres_a1_lin,Commercial
New Zealand,nonres_a1_lin,Industrial
New Zealand,nonres_a1_lin,Transportation
New Zealand,nonres_t0_lin,Commercial
New Zealand,nonres_t0_lin,Industrial
New Zealand,nonres_t0_lin,Transportation
New Zealand,res_a0_lin,Residential
New Zealand,res_a1_lin,Residential
New Zealand,res_t0_lin,Residential
Nicaragua,nonres_a0_exp,Transportation
Nicaragua,nonres_a0_lin,Commercial
Nicaragua,nonres_a0_lin,Industrial
Nicaragua,nonres_a0_lin,Transportation
Nicaragua,nonres_a1_exp,Transportation
Nicaragua,nonres_a1_lin,Commercial
Nicaragua,nonres_a1_lin,Industrial
Nicaragua,nonres_a1_lin,Transportation
Nicaragua,nonres_t0_exp,Transportation
Nicaragua,nonres_t0_lin,Commercial
Nicaragua,nonres_t0_lin,Industrial
Nicaragua,nonres_t0_lin,Transportation
Nicaragua,res_a0_lin,Residential
Nicaragua,res_a1_lin,Residential
Nicaragua,res_t0_lin,Residential
Niger,nonres_a0_exp,Transportation
Niger,nonres_a0_lin,Commercial
Niger,nonres_a0_lin,Industrial
Niger,nonres_a0_lin,Transportation
Niger,nonres_a1_exp,Transportation
Niger,nonres_a1_lin,Commercial
Niger,nonres_a1_lin,Industrial
Niger,nonres_a1_lin,Transportation
Niger,nonres_t0_exp,Transportation
Niger,nonres_t0_lin,Commercial
Niger,nonres_t0_lin,Industrial
Niger,nonres_t0_lin,Transportation
Niger,res_a0_lin,Residential
Niger,res_a1_lin,Residential
Niger,res_t0_lin,Residential
Nigeria,nonres_a0_exp,Transportation
Nigeria,nonres_a0_lin,Commercial
Nigeria,nonres_a0_lin,Industrial
Nigeria,nonres_a0_lin,Transportation
Nigeria,nonres_a1_exp,Transportation
Nigeria,nonres_a1_lin,Commercial
Nigeria,nonres_a1_lin,Industrial
Nigeria,nonres_a1_lin,Transportation
Nigeria,nonres_t0_exp,Transportation
Nigeria,nonres_t0_lin,Commercial
Nigeria,nonres_t0_lin,Industrial
Nigeria,nonres_t0_lin,Transportation
Nigeria,res_a0_lin,Residential
Nigeria,res_a1_lin,Residential
Nigeria,res_t0_lin,Residential
North Macedonia,nonres_a0_lin,Commercial
North Macedonia,nonres_a0_lin,Industrial
North Macedonia,nonres_a0_lin,Transportation
North Macedonia,nonres_a1_lin,Commercial
North Macedonia,nonres_a1_lin,Industrial
North Macedonia,nonres_a1_lin,Transportation
North Macedonia,nonres_t0_lin,Commercial
North Macedonia,nonres_t0_lin,Industrial
North Macedonia,nonres_t0_lin,Transportation
North Macedonia,res_a0_lin,Residential
North Macedonia,res_a1_lin,Residential
North Macedonia,res_t0_lin,Residential
Norway,nonres_a0_lin,Commercial
Norway,nonres_a0_lin,Industrial
Norway,nonres_a1_lin,Commercial
Norway,nonres_a1_lin,Industrial
Norway,nonres_t0_lin,Commercial
Norway,nonres_t0_lin,Industrial
Norway,res_a0_lin,Residential
Norway,res_a1_lin,Residential
Norway,res_t0_lin,Residential
Oman,nonres_a0_exp,Transportation
Oman,nonres_a0_lin,Commercial
Oman,nonres_a0_lin,Industrial
Oman,nonres_a0_lin,Transportation
Oman,nonres_a1_exp,Transportation
Oman,nonres_a1_lin,Commercial
Oman,nonres_a1_lin,Industrial
Oman,nonres_a1_lin,Transportation
Oman,nonres_t0_exp,Transportation
Oman,nonres_t0_lin,Commercial
Oman,nonres_t0_lin,Industrial
Oman,nonres_t0_lin,Transportation
Oman,res_a0_lin,Residential
Oman,res_a1_lin,Residential
Oman,res_t0_lin,Residential
Pakistan,nonres_a0_lin,Commercial
Pakistan,nonres_a0_lin,Industrial
Pakistan,nonres_a0_lin,Transportation
Pakistan,nonres_a1_lin,Commercial
Pakistan,nonres_a1_lin,Industrial
Pakistan,nonres_a1_lin,Transportation
Pakistan,nonres_t0_lin,Commercial
Pakistan,nonres_t0_lin,Industrial
Pakistan,nonres_t0_lin,Transportation
Pakistan,res_a0_lin,Residential
Pakistan,res_a1_lin,Residential
Pakistan,res_t0_lin,Residential
Palestine,nonres_a0_exp,Transportation
Palestine,nonres_a0_lin,Commercial
Palestine,nonres_a0_lin,Industrial
Palestine,nonres_a0_lin,Transportation
Palestine,nonres_a1_exp,Transportation
Palestine,nonres_a1_lin,Commercial
Palestine,nonres_a1_lin,Industrial
Palestine,nonres_a1_lin,Transportation
Palestine,nonres_t0_exp,Transportation
Palestine,nonres_t0_lin,Commercial
Palestine,nonres_t0_lin,Industrial
Palestine,nonres_t0_lin,Transportation
Palestine,res_a0_lin,Residential
Palestine,res_a1_lin,Residential
Palestine,res_t0_lin,Residential
Panama,nonres_a0_exp,Transportation
Panama,nonres_a0_lin,Commercial
Panama,nonres_a0_lin,Industrial
Panama,nonres_a1_exp,Transportation
Panama,nonres_a1_lin,Commercial
Panama,nonres_a1_lin,Industrial
Panama,nonres_t0_exp,Transportation
Panama,nonres_t0_lin,Commercial
Panama,nonres_t0_lin,Industrial
Panama,res_a0_lin,Residential
Panama,res_a1_lin,Residential
Panama,res_t0_lin,Residential
Paraguay,nonres_a0_lin,Commercial
Paraguay,nonres_a0_lin,Industrial
Paraguay,nonres_a0_lin,Transportation
Paraguay,nonres_a1_lin,Commercial
Paraguay,nonres_a1_lin,Industrial
Paraguay,nonres_a1_lin,Transportation
Paraguay,nonres_t0_lin,Commercial
Paraguay,nonres_t0_lin,Industrial
Paraguay,nonres_t0_lin,Transportation
Paraguay,res_a0_lin,Residential
Paraguay,res_a1_lin,Residential
Paraguay,res_t0_lin,Residential
Peru,nonres_a0_lin,Commercial
Peru,nonres_a0_lin,Industrial
Peru,nonres_a0_lin,Transportation
Peru,nonres_a1_lin,Commercial
Peru,nonres_a1_lin,Industrial
Peru,nonres_a1_lin,Transportation
Peru,nonres_t0_lin,Commercial
Peru,nonres_t0_lin,Industrial
Peru,nonres_t0_lin,Transportation
Peru,res_a0_lin,Residential
Peru,res_a1_lin,Residential
Peru,res_t0_lin,Residential
Philippines,nonres_a0_lin,Commercial
Philippines,nonres_a0_lin,Industrial
Philippines,nonres_a0_lin,Transportation
Philippines,nonres_a1_lin,Commercial
Philippines,nonres_a1_lin,Industrial
Philippines,nonres_a1_lin,Transportation
Philippines,nonres_t0_lin,Commercial
Philippines,nonres_t0_lin,Industrial
Philippines,nonres_t0_lin,Transportation
Philippines,res_a0_lin,Residential
Philippines,res_a1_lin,Residential
Philippines,res_t0_lin,Residential
Poland,nonres_a0_lin,Commercial
Poland,nonres_a0_lin,Industrial
Poland,nonres_a0_lin,Transportation
Poland,nonres_a1_lin,Commercial
Poland,nonres_a1_lin,Industrial
Poland,nonres_a1_lin,Transportation
Poland,nonres_t0_lin,Commercial
Poland,nonres_t0_lin,Industrial
Poland,nonres_t0_lin,Transportation
Poland,res_a0_lin,Residential
Poland,res_a1_lin,Residential
Poland,res_t0_lin,Residential
Portugal,nonres_a0_lin,Commercial
Portugal,nonres_a0_lin,Industrial
Portugal,nonres_a1_lin,Commercial
Portugal,nonres_a1_lin,Industrial
Portugal,nonres_t0_lin,Commercial
Portugal,nonres_t0_lin,Industrial
Portugal,res_a0_lin,Residential
Portugal,res_a1_lin,Residential
Portugal,res_t0_lin,Residential
Qatar,nonres_a0_exp,Transportation
Qatar,nonres_a0_lin,Commercial
Qatar,nonres_a0_lin,Industrial
Qatar,nonres_a0_lin,Transportation
Qatar,nonres_a1_exp,Transportation
Qatar,nonres_a1_lin,Commercial
Qatar,nonres_a1_lin,Industrial
Qatar,nonres_a1_lin,Transportation
Qatar,nonres_t0_exp,Transportation
Qatar,nonres_t0_lin,Commercial
Qatar,nonres_t0_lin,Industrial
Qatar,nonres_t0_lin,Transportation
Qatar,res_a0_lin,Residential
Qatar,res_a1_lin,Residential
Qatar,res_t0_lin,Residential
Romania,nonres_a0_lin,Commercial
Romania,nonres_a0_lin,Industrial
Romania,nonres_a0_lin,Transportation
Romania,nonres_a1_lin,Commercial
Romania,nonres_a1_lin,Industrial
Romania,nonres_a1_lin,Transportation
Romania,nonres_t0_lin,Commercial
Romania,nonres_t0_lin,Industrial
Romania,nonres_t0_lin,Transportation
Romania,res_a0_lin,Residential
Romania,res_a1_lin,Residential
Romania,res_t0_lin,Residential
Russia,nonres_a0_lin,Commercial
Russia,nonres_a0_lin,Industrial
Russia,nonres_a0_lin,Transportation
Russia,nonres_a1_lin,Commercial
Russia,nonres_a1_lin,Industrial
Russia,nonres_a1_lin,Transportation
Russia,nonres_t0_lin,Commercial
Russia,nonres_t0_lin,Industrial
Russia,nonres_t0_lin,Transportation
Russia,res_a0_lin,Residential
Russia,res_a1_lin,Residential
Russia,res_t0_lin,Residential
Rwanda,nonres_a0_exp,Transportation
Rwanda,nonres_a0_lin,Commercial
Rwanda,nonres_a0_lin,Industrial
Rwanda,nonres_a0_lin,Transportation
Rwanda,nonres_a1_exp,Transportation
Rwanda,nonres_a1_lin,Commercial
Rwanda,nonres_a1_lin,Industrial
Rwanda,nonres_a1_lin,Transportation
